,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order Code,Order Date,Customer Name ,Address,City,State,Customer Type,Medical Sales Reprensentative,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Shipping Date,Cost_Price,Retal_Price,Profit_Margin3,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Sub-Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6266-1,4/18/2022,Archana Gupta,"328 Blue Ridge Road, Flat 11A, Building F",Mumbai,Maharashtra,Corporate,Aditi Kapoor,Medium,Speculums  ,Medical equipment,Jumbo Pack,Regular Air,6/8/2022,56.16,$136.98,80.82,14,$786.24,0%,$0.00,$786.24,$24.49,$810.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6266-2,4/18/2022,Niraj Chavan,"225 Meadow Lane, Unit 5, Building B",Kolkata,Kolkata,Corporate,Aditi Kapoor,Medium,Tongue depressors  ,Consumables,Small pack,Regular Air,5/25/2022,0.93,$1.48,0.55,3,$2.79,10%,$0.28,$2.51,$0.70,$3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6278-1,5/1/2022,Piyush Grover,"718 Oakview Terrace, Suite 210, Building C",Delhi,Delhi,Consumer,Neha Gupta,Not Specified,"Diagnostic strips (e.g., glucose, pH)  ",Pharmaceuticals,Medium pack,Regular Air,5/10/2022,1.84,$2.88,1.04,45,$82.80,2%,$1.66,$81.14,$1.49,$82.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6278-2,5/1/2022,Sapna Kaul,"463 Cedarwood Boulevard, Flat 8A, Building E",Mumbai,Maharashtra,Consumer,Neha Gupta,Not Specified,Examination tables  ,Pharmaceuticals,Small pack,Regular Air,6/2/2022,4.46,$10.89,6.43,39,$173.94,6%,$10.44,$163.50,$4.50,$168.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6280-1,5/2/2022,Keshav Pathak,"902 Pinehill Drive, Unit 3, Building F",Kolkata,Kolkata,Home Office,Anjali Mehta,High,IV stands  ,Medical equipment,Medium pack,Regular Air,5/9/2022,5.5,$12.22,6.72,46,$253.00,6%,$15.18,$237.82,$2.85,$240.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6280-2,5/2/2022,Mansi Pillai,"847 Maplewood Parkway, Suite 501, Building A",Delhi,Delhi,Home Office,Anjali Mehta,High,Overbed tables  ,Pharmaceuticals,Large Pack,Regular Air,6/15/2022,2.26,$3.58,1.32,8,$18.08,9%,$1.63,$16.45,$5.47,$21.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6324-1,6/14/2022,Rohini Vyas,"249 Willowbrook Crescent, Apartment 9A, Building D",Kolkata,Kolkata,Home Office,Vikram Sharma,Low,Bedside lockers  ,Pharmaceuticals,Jumbo Pack,Regular Air,7/6/2022,8.82,$20.99,12.17,2,$17.64,1%,$0.18,$17.46,$4.81,$22.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6325-1,6/14/2022,Ashok Khanna,"635 Cherry Ridge Road, Unit 6, Building C",Delhi,Delhi,Home Office,Priya Reddy,High,Step stools  ,Medical equipment,Large Pack,Regular Air,7/10/2022,32.02,$152.48,120.46,37,"$1,184.74",10%,$118.47,"$1,066.27",$4.00,"$1,070.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6325-2,6/14/2022,Tanvi Tiwari,"892 Rosewood Grove, Suite 206, Building E",Mumbai,Maharashtra,Home Office,Priya Reddy,High,Privacy screens  ,Consumables,Small pack,Regular Air,8/10/2022,20.18,$35.41,15.23,30,$605.40,8%,$48.43,$556.97,$1.99,$558.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6328-1,6/14/2022,Radhika Desai,"785 Pinecrest Avenue, Flat 4B, Building F",Mumbai,Maharashtra,Home Office,Vikram Sharma,Low,Medicine trolleys  ,Medical equipment,Medium pack,Regular Air,8/9/2022,0.71,$1.14,0.43,31,$22.01,7%,$1.54,$20.47,$0.70,$21.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336-1,6/20/2022,Sudhir Vora,"231 Cedarwood Park, Apartment 12A, Building B",Kolkata,Kolkata,Consumer,Aarav Patel,Medium,Stretchers  ,Consumables,Large Pack,Express Air,7/1/2022,1.53,$2.78,1.25,47,$71.91,10%,$7.19,$64.72,$1.34,$66.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336-2,6/20/2022,Ishita Chabra,"541 Sunset Road, Unit 2, Building C",Delhi,Delhi,Consumer,Aarav Patel,Medium,Baby bassinets  ,Pharmaceuticals,Jumbo Pack,Regular Air,6/23/2022,1.6,$2.62,1.02,30,$48.00,5%,$2.40,$45.60,$0.80,$46.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6384-1,8/24/2022,Kailash Mittal,"690 Autumn Ridge Lane, Suite 403, Building E",Mumbai,Maharashtra,Home Office,Rohit Singh,Low,Storage cabinets  ,Consumables,Small pack,Regular Air,10/14/2022,377.99,$599.99,222,16,"$6,047.84",0%,$0.00,"$6,047.84",$24.49,"$6,072.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6384-2,8/24/2022,Nisha Chaddha,"492 Willow Meadow Boulevard, Flat 7A, Building F",Kolkata,Kolkata,Home Office,Rohit Singh,Low,Crutches  ,Pharmaceuticals,Medium pack,Regular Air,10/21/2022,11.11,$19.84,8.73,39,$433.29,1%,$4.33,$428.96,$4.10,$433.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6403-1,9/18/2022,Ravi Kapoor,"364 Shady Grove Parkway, Apartment 5B, Building B",Delhi,Delhi,Small Business,Sanjay Joshi,Medium,Walking sticks  ,Pharmaceuticals,Large Pack,Regular Air,10/13/2022,5.33,$8.60,3.27,2,$10.66,3%,$0.32,$10.34,$6.19,$16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6403-2,9/18/2022,Manoj Yadav,"580 Birchwood Boulevard, Unit 9, Building C",Mumbai,Maharashtra,Small Business,Sanjay Joshi,Medium,Orthopedic braces  ,Pharmaceuticals,Jumbo Pack,Regular Air,10/7/2022,67.73,$165.20,97.47,10,$677.30,8%,$54.18,$623.12,$19.99,$643.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417-1,9/26/2022,Tanmay Jha,"710 Golden Oaks Terrace, Suite 210, Building D",Kolkata,Kolkata,Small Business,Aarav Patel,Medium,Slings  ,Medical equipment,Jumbo Pack,Regular Air,9/27/2022,13.88,$22.38,8.5,34,$471.92,7%,$33.03,$438.89,$15.10,$453.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417-2,9/26/2022,Vandana Meena,"831 Pine Valley Road, Apartment 11B, Building E",Delhi,Delhi,Small Business,Aarav Patel,Medium,Compression stockings  ,Consumables,Jumbo Pack,Express Air,11/23/2022,14.7,$29.99,15.29,36,$529.20,3%,$15.88,$513.32,$5.50,$518.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6457-1,10/27/2022,Shivendra Bajpai,"492 Bluebird Drive, Suite 302, Building F",Kolkata,Kolkata,Home Office,Anjali Mehta,Medium,Hot and cold therapy packs  ,Medical equipment,Medium pack,Regular Air,12/22/2022,54.52,$100.97,46.45,29,"$1,581.08",5%,$79.05,"$1,502.03",$7.18,"$1,509.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6457-2,10/27/2022,Sarita Rane,"101 Oak Grove Parkway, Flat 2A, Building A",Kolkata,Kolkata,Home Office,Anjali Mehta,Medium,Physiotherapy equipment  ,Consumables,Small pack,Regular Air,12/6/2022,2.59,$3.98,1.39,4,$10.36,9%,$0.93,$9.43,$2.97,$12.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6515-1,12/8/2022,Chetan Bhardwaj,"621 Fernwood Boulevard, Unit 3, Building B",Delhi,Delhi,Small Business,Karan Iyer,Low,Microscopes  ,Pharmaceuticals,Medium pack,Regular Air,1/26/2023,4.59,$7.28,2.69,18,$82.62,9%,$7.44,$75.18,$11.15,$86.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6515-2,12/8/2022,Anurag Jha,"832 Maple Hills Road, Suite 501, Building E",Mumbai,Maharashtra,Small Business,Karan Iyer,Low,Centrifuges  ,Consumables,Jumbo Pack,Regular Air,12/25/2022,0.71,$1.14,0.43,28,$19.88,9%,$1.79,$18.09,$0.70,$18.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014-1,2/11/2019,Malini Sood,"487 Willow Brook Road, Apartment 7B, Building F",Mumbai,Maharashtra,Home Office,Anjali Mehta,High,Petri dishes  ,Pharmaceuticals,Jumbo Pack,Regular Air,2/14/2019,3.52,$5.58,2.06,29,$102.08,3%,$3.06,$99.02,$2.99,$102.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016-1,2/11/2019,Rohini Mukherjee,"645 Sunset Parkway, Unit 12, Building C",Kolkata,Kolkata,Home Office,Vikram Sharma,High,Pipettes  ,Medical equipment,Large Pack,Regular Air,4/6/2019,2.39,$4.26,1.87,29,$69.31,3%,$2.08,$67.23,$1.20,$68.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018-1,2/12/2019,Ayesha Shroff,"103 Rosewood Avenue, Suite 604, Building D",Delhi,Delhi,Corporate,Pooja Nair,Critical,Lab coats  ,Consumables,Jumbo Pack,Express Air,4/1/2019,2.41,$3.71,1.3,42,$101.22,7%,$7.09,$94.13,$1.93,$96.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019-1,2/13/2019,Jayant Tyagi,"200 Pine Grove Lane, Flat 5A, Building E",Mumbai,Maharashtra,Home Office,Anjali Mehta,High,Safety goggles  ,Pharmaceuticals,Small pack,Delivery Truck,4/4/2019,75,$120.97,45.97,6,$450.00,8%,$36.00,$414.00,$26.30,$440.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020-1,2/14/2019,Dimple Sharma,"788 River View Terrace, Apartment 9A, Building F",Mumbai,Maharashtra,Consumer,Karan Iyer,Critical,Test kits  ,Consumables,Small pack,Regular Air,2/17/2019,0.9,$2.10,1.2,17,$15.30,3%,$0.46,$14.84,$0.70,$15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022-1,2/15/2019,Vibha Kohli,"563 Birchfield Road, Unit 2, Building C",Kolkata,Kolkata,Home Office,Rohit Singh,Medium,Glass slides  ,Pharmaceuticals,Small pack,Regular Air,3/24/2019,1.19,$1.98,0.79,3,$3.57,5%,$0.18,$3.39,$4.77,$8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023-1,2/17/2019,Anjali Sharma,"492 Cedar Valley Street, Suite 305, Building A",Delhi,Delhi,Home Office,Anjali Mehta,Low,Incubators  ,Medical equipment,Small pack,Regular Air,4/1/2019,1.09,$2.60,1.51,47,$51.23,10%,$5.12,$46.11,$2.40,$48.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024-1,2/18/2019,Rajesh Verma,"320 Pine Ridge Lane, Apartment 6B, Building D",Mumbai,Maharashtra,Corporate,Priya Reddy,Critical,Reagents  ,Consumables,Medium pack,Regular Air,4/17/2019,99.39,$162.93,63.54,32,"$3,180.48",9%,$286.24,"$2,894.24",$19.99,"$2,914.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025-1,2/20/2019,Priya Nair,"541 Sunset Trail, Unit 9, Building E",Kolkata,Kolkata,Consumer,Priya Reddy,Critical,Culture media  ,Pharmaceuticals,Large Pack,Regular Air,3/23/2019,1.09,$1.68,0.59,33,$35.97,4%,$1.44,$34.53,$1.00,$35.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027-1,2/22/2019,Arun Kumar,"736 Maple Ridge Avenue, Suite 307, Building F",Delhi,Delhi,Small Business,Pooja Nair,Not Specified,Beakers and flasks  ,Pharmaceuticals,Jumbo Pack,Regular Air,3/9/2019,54.29,$90.48,36.19,8,$434.32,7%,$30.40,$403.92,$19.99,$423.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029-1,2/23/2019,Neha Gupta,"623 Roseville Parkway, Flat 3A, Building C",Mumbai,Maharashtra,Corporate,Simran Bansal,Not Specified,Blood analyzers  ,Medical equipment,Large Pack,Regular Air,3/27/2019,5.33,$8.60,3.27,48,$255.84,0%,$0.00,$255.84,$6.19,$262.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030-1,2/24/2019,Rohit Singh,"489 Oakview Road, Apartment 7B, Building A",Kolkata,Kolkata,Corporate,Aarav Patel,Medium,Hand sanitizers  ,Pharmaceuticals,Small pack,Regular Air,4/13/2019,0.87,$1.81,0.94,41,$35.67,3%,$1.07,$34.60,$0.75,$35.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031-1,2/25/2019,Meera Iyer,"853 Cherrywood Terrace, Suite 201, Building D",Delhi,Delhi,Corporate,Vikram Sharma,Medium,Surface disinfectants  ,Pharmaceuticals,Medium pack,Regular Air,3/16/2019,4.89,$7.64,2.75,18,$88.02,10%,$8.80,$79.22,$1.39,$80.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5033-1,2/25/2019,Sunil Choudhary,"634 Willow Field Lane, Flat 10A, Building E",Mumbai,Maharashtra,Corporate,Arjun Desai,Medium,Cleaning mops  ,Medical equipment,Large Pack,Regular Air,4/17/2019,54.29,$90.48,36.19,3,$162.87,3%,$4.89,$157.98,$19.99,$177.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034-1,2/26/2019,Kavita Patel,"215 River Bend Drive, Suite 508, Building C",Kolkata,Kolkata,Corporate,Priya Reddy,High,Waste disposal bins  ,Consumables,Jumbo Pack,Regular Air,2/28/2019,36.02,$58.10,22.08,50,"$1,801.00",5%,$90.05,"$1,710.95",$1.49,"$1,712.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036-1,3/7/2019,Vijay Deshmukh,"301 Shady Oaks Boulevard, Apartment 2B, Building F",Delhi,Delhi,Corporate,Anjali Mehta,Critical,Hazardous waste bags  ,Medical equipment,Small pack,Regular Air,4/12/2019,0.71,$1.14,0.43,50,$35.50,6%,$2.13,$33.37,$0.70,$34.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037-1,3/11/2019,Sneha Reddy,"704 Cedar Park Street, Flat 3A, Building D",Mumbai,Maharashtra,Home Office,Rahul Verma,Critical,Air purifiers  ,Consumables,Medium pack,Regular Air,5/8/2019,3.42,$8.34,4.92,16,$54.72,3%,$1.64,$53.08,$2.64,$55.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038-1,3/13/2019,Manish Tiwari,"190 Pine Meadows Road, Suite 407, Building E",Kolkata,Kolkata,Corporate,Vikram Sharma,Low,UV sterilizers  ,Pharmaceuticals,Large Pack,Regular Air,3/15/2019,0.71,$1.14,0.43,38,$26.98,2%,$0.54,$26.44,$0.70,$27.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039-1,3/15/2019,Pooja Mishra,"589 Oakwood Grove, Apartment 8B, Building C",Delhi,Delhi,Corporate,Simran Bansal,Medium,First aid kits  ,Consumables,Jumbo Pack,Regular Air,4/2/2019,4.59,$7.28,2.69,22,$100.98,1%,$1.01,$99.97,$11.15,$111.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040-1,3/16/2019,Karan Mehta,"723 Sunset Park Avenue, Unit 10, Building F",Kolkata,Kolkata,Small Business,Aarav Patel,Low,Emergency blankets  ,Pharmaceuticals,Jumbo Pack,Regular Air,4/10/2019,1.3,$2.88,1.58,48,$62.40,7%,$4.37,$58.03,$1.01,$59.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042-1,3/21/2019,Ritu Chawla,"810 Maple Street, Suite 202, Building A",Delhi,Delhi,Small Business,Aarav Patel,Low,Fire extinguishers  ,Pharmaceuticals,Jumbo Pack,Regular Air,5/9/2019,5.5,$12.22,6.72,5,$27.50,4%,$1.10,$26.40,$2.85,$29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5043-1,3/23/2019,Harish Bansal,"394 Birchwood Park, Apartment 9A, Building D",Mumbai,Maharashtra,Small Business,Karan Iyer,High,Splints  ,Pharmaceuticals,Medium pack,Regular Air,3/24/2019,1.82,$2.98,1.16,22,$40.04,4%,$1.60,$38.44,$1.58,$40.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045-1,3/26/2019,Nidhi Jain,"724 Willow Springs Avenue, Unit 4, Building C",Mumbai,Maharashtra,Consumer,Aditi Kapoor,Not Specified,Trauma bags  ,Medical equipment,Small pack,Regular Air,4/23/2019,81.59,$159.99,78.4,30,"$2,447.70",1%,$24.48,"$2,423.22",$5.50,"$2,428.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047-1,3/27/2019,Suresh Malhotra,"160 Pine Grove Parkway, Suite 307, Building E",Kolkata,Kolkata,Home Office,Arjun Desai,Low,Emergency stretchers  ,Consumables,Medium pack,Regular Air,4/18/2019,5.33,$8.60,3.27,37,$197.21,4%,$7.89,$189.32,$6.19,$195.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048-1,3/27/2019,Komal Yadav,"408 Cedar Road, Flat 6B, Building F",Delhi,Delhi,Small Business,Aarav Patel,Medium,Oxygen cylinders  ,Medical equipment,Jumbo Pack,Regular Air,5/3/2019,3.52,$5.68,2.16,24,$84.48,6%,$5.07,$79.41,$1.39,$80.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049-1,3/30/2019,Ajay Agarwal,"729 Oakfield Drive, Apartment 5A, Building B",Mumbai,Maharashtra,Corporate,Karan Iyer,Not Specified,Computers  ,Consumables,Jumbo Pack,Regular Air,5/19/2019,0.94,$2.08,1.14,4,$3.76,2%,$0.08,$3.68,$2.56,$6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050-1,4/19/2019,Preeti Kaur,"855 Meadow Street, Suite 601, Building C",Kolkata,Kolkata,Corporate,Vikram Sharma,Not Specified,Printers  ,Pharmaceuticals,Large Pack,Regular Air,6/15/2019,5.33,$8.60,3.27,36,$191.88,6%,$11.51,$180.37,$6.19,$186.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052-1,4/20/2019,Ramesh Joshi,"741 Rivercrest Road, Unit 2, Building E",Delhi,Delhi,Small Business,Vikram Sharma,Not Specified,Barcode scanners  ,Consumables,Jumbo Pack,Regular Air,6/14/2019,2.52,$4.00,1.48,31,$78.12,1%,$0.78,$77.34,$1.30,$78.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053-1,4/26/2019,Varsha Dubey,"633 Birchwood Avenue, Apartment 4B, Building F",Mumbai,Maharashtra,Corporate,Neha Gupta,Critical,Patient wristbands  ,Pharmaceuticals,Small pack,Regular Air,4/28/2019,8.82,$20.99,12.17,19,$167.58,1%,$1.68,$165.90,$4.81,$170.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055-1,4/27/2019,Amit Saxena,"501 Pine Creek Road, Suite 205, Building A",Kolkata,Kolkata,Home Office,Priya Reddy,High,Hospital management software  ,Medical equipment,Small pack,Express Air,5/11/2019,7.61,$12.28,4.67,29,$220.69,0%,$0.00,$220.69,$6.35,$227.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057-1,4/28/2019,Shalini Kapoor,"274 Maple Grove Parkway, Flat 8A, Building D",Delhi,Delhi,Corporate,Vikram Sharma,Medium,Appointment cards  ,Consumables,Small pack,Regular Air,5/9/2019,1.59,$2.61,1.02,9,$14.31,6%,$0.86,$13.45,$0.50,$13.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059-1,4/28/2019,Gaurav Chauhan,"199 Willow Terrace, Apartment 3B, Building E",Kolkata,Kolkata,Corporate,Sneha Kumar,Medium,Whiteboards for scheduling  ,Pharmaceuticals,Jumbo Pack,Regular Air,6/13/2019,6.39,$19.98,13.59,7,$44.73,1%,$0.45,$44.28,$4.00,$48.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060-1,4/30/2019,Deepa Rana,"562 Sunset Hills Road, Suite 409, Building C",Kolkata,Kolkata,Corporate,Anjali Mehta,Medium,Tablets for digital records  ,Consumables,Jumbo Pack,Express Air,5/14/2019,32.02,$152.48,120.46,16,$512.32,10%,$51.23,$461.09,$4.00,$465.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061-1,4/30/2019,Anil Shukla,"897 Birch Valley Road, Flat 2A, Building F",Delhi,Delhi,Small Business,Neha Gupta,Not Specified,Bedpans  ,Pharmaceuticals,Medium pack,Regular Air,5/21/2019,7.61,$12.28,4.67,27,$205.47,3%,$6.16,$199.31,$6.35,$205.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062-1,4/30/2019,Ruchi Maheshwari,"741 Cedar Ridge Avenue, Unit 5, Building B",Mumbai,Maharashtra,Consumer,Pooja Nair,Not Specified,Urinals  ,Medical equipment,Small pack,Regular Air,5/25/2019,10.07,$15.98,5.91,39,$392.73,9%,$35.35,$357.38,$4.00,$361.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063-1,5/1/2019,Vikas Sethi,"421 Maple Ridge Parkway, Suite 301, Building E",Mumbai,Maharashtra,Corporate,Anjali Mehta,Not Specified,Surgical waste bins  ,Consumables,Medium pack,Regular Air,6/18/2019,4.79,$11.97,7.18,7,$33.53,5%,$1.68,$31.85,$5.81,$37.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064-1,5/2/2019,Sanjay Thakur,"198 Rosewood Grove, Apartment 10A, Building D",Kolkata,Kolkata,Home Office,Anjali Mehta,Not Specified,Nutrition feeding pumps  ,Pharmaceuticals,Jumbo Pack,Regular Air,5/30/2019,8.71,$14.28,5.57,42,$365.82,10%,$36.58,$329.24,$2.99,$332.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066-1,5/2/2019,Pallavi Mathur,"523 Pine Hollow Parkway, Unit 7B, Building F",Delhi,Delhi,Small Business,Aditi Kapoor,Critical,Breast pumps  ,Pharmaceuticals,Jumbo Pack,Regular Air,6/19/2019,54.29,$90.48,36.19,15,$814.35,5%,$40.72,$773.63,$19.99,$793.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068-1,5/3/2019,Kunal Bhatia,"388 Oak Valley Road, Flat 3A, Building C",Mumbai,Maharashtra,Small Business,Sneha Kumar,Critical,Pediatric scales  ,Medical equipment,Large Pack,Regular Air,5/14/2019,3.52,$5.68,2.16,20,$70.40,7%,$4.93,$65.47,$1.39,$66.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070-1,5/4/2019,Jyoti Das,"758 Cherry Grove Avenue, Suite 206, Building B",Mumbai,Maharashtra,Corporate,Arjun Desai,Critical,Heating pads  ,Pharmaceuticals,Jumbo Pack,Regular Air,6/28/2019,3.47,$6.68,3.21,41,$142.27,8%,$11.38,$130.89,$1.50,$132.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075-1,5/5/2019,Abhishek Raina,"330 River Oaks Road, Apartment 5B, Building E",Kolkata,Kolkata,Corporate,Anjali Mehta,Low,Cooling blankets  ,Pharmaceuticals,Small pack,Regular Air,5/19/2019,10.07,$15.98,5.91,34,$342.38,10%,$34.24,$308.14,$4.00,$312.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077-1,5/7/2019,Swati Pandey,"621 Cedar Creek Boulevard, Unit 12, Building F",Delhi,Delhi,Small Business,Aditi Kapoor,Not Specified,Medicine organizers  ,Medical equipment,Small pack,Regular Air,6/5/2019,4.79,$11.97,7.18,18,$86.22,8%,$6.90,$79.32,$5.81,$85.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5079-1,5/9/2019,Rahul Kulkarni,"721 Willow Park Street, Flat 6A, Building C",Mumbai,Maharashtra,Home Office,Aditi Kapoor,Critical,Walking sticks,Consumables,Small pack,Express Air,6/22/2019,8.82,$20.99,12.17,8,$70.56,9%,$6.35,$64.21,$4.81,$69.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081-1,5/9/2019,Kirti Malviya,"539 Golden Oaks Avenue, Suite 204, Building D",Kolkata,Kolkata,Consumer,Vikram Sharma,Critical,Orthopedic braces,Medical equipment,Small pack,Regular Air,7/3/2019,1.09,$1.68,0.59,18,$19.62,6%,$1.18,$18.44,$1.00,$19.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5083-1,5/10/2019,Vivek Rawat,"704 Pine Valley Parkway, Apartment 8B, Building A",Delhi,Delhi,Corporate,Neha Gupta,Not Specified,Slings,Consumables,Medium pack,Regular Air,7/5/2019,54.52,$100.97,46.45,15,$817.80,10%,$81.78,$736.02,$7.18,$743.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084-1,5/13/2019,Anita Salvi,"311 Birchwood Avenue, Flat 4A, Building F",Mumbai,Maharashtra,Home Office,Vikram Sharma,Medium,Compression stockings,Pharmaceuticals,Large Pack,Express Air,7/8/2019,2.52,$4.00,1.48,19,$47.88,9%,$4.31,$43.57,$1.30,$44.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086-1,5/14/2019,Rajiv Goel,"580 Oakfield Road, Suite 110, Building C",Kolkata,Kolkata,Home Office,Vikram Sharma,High,Hot and cold therapy packs,Consumables,Jumbo Pack,Regular Air,6/1/2019,13.88,$22.38,8.5,26,$360.88,10%,$36.09,$324.79,$15.10,$339.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5087-1,5/14/2019,Seema Bhatt,"124 Maple View Lane, Apartment 7B, Building D",Delhi,Delhi,Corporate,Simran Bansal,Not Specified,Physiotherapy equipment,Pharmaceuticals,Large Pack,Regular Air,6/25/2019,21.56,$36.55,14.99,45,$970.20,10%,$97.02,$873.18,$13.89,$887.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089-1,5/15/2019,Lokesh Chauhan,"835 Pine Ridge Boulevard, Suite 303, Building E",Mumbai,Maharashtra,Consumer,Aarav Patel,High,Microscopes,Pharmaceuticals,Small pack,Express Air,7/9/2019,19.78,$45.99,26.21,14,$276.92,2%,$5.54,$271.38,$4.99,$276.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090-1,5/18/2019,Meghna Pillai,"427 Willow Meadows Parkway, Unit 2, Building F",Kolkata,Kolkata,Corporate,Simran Bansal,Not Specified,Centrifuges,Pharmaceuticals,Medium pack,Regular Air,6/24/2019,54.29,$90.48,36.19,11,$597.19,4%,$23.89,$573.30,$19.99,$593.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
